link,headline,category,short_description,authors,date,combined_text
https://www.huffpost.com/entry/supreme-court-leaves-daca-in-place-dreamers_n_5ea1ad75c5b6f5350a34cec5,"Supreme Court Rules Trump Wrongly Ended DACA, Leaves Program In Place",POLITICS,"Nearly 650,000 people are currently protected from deportation under the Deferred Action for Childhood Arrivals program.",Elise Foley,2020-06-18,"Supreme Court Rules Trump Wrongly Ended DACA, Leaves Program In Place Nearly 650,000 people are currently protected from deportation under the Deferred Action for Childhood Arrivals program. Elise Foley"
https://www.huffpost.com/entry/ruth-bader-ginsburg-supreme-court-back-work_n_5c38da39e4b05cb31c4247e3,Ruth Bader Ginsburg Returns To Work At The Supreme Court,POLITICS,The Supreme Court associate justice had been working from home after receiving treatment for cancer.,Marina Fang,2019-02-15,Ruth Bader Ginsburg Returns To Work At The Supreme Court The Supreme Court associate justice had been working from home after receiving treatment for cancer. Marina Fang
https://www.huffingtonpost.com/entry/rnc-gop-debates_us_5636a9a2e4b00aa54a4e8c4a,RNC Names Official To Negotiate Debate Terms With GOP Candidates,POLITICS,Representatives from the campaigns are meeting Sunday to discuss how to change the debate format.,,2015-11-02,RNC Names Official To Negotiate Debate Terms With GOP Candidates Representatives from the campaigns are meeting Sunday to discuss how to change the debate format. 
https://www.huffingtonpost.com/entry/the-neil-armstrong-era_us_5baeb0cee4b014374e2dc4bf,The Neil Armstrong Era: Boldly Going Where No One Went Before,SCIENCE,"Armstrong represented an America of really big dreams and of infinite possibility. Today, what passes for discourse in this country? Celebrity divorces? Politicians vilifying and dehumanizing one another over the relative merits of the federal budget?","Howard Barbanel, Contributor
Writer, Editor, GOP Political Consultant, Winemaker",2012-08-26,"The Neil Armstrong Era: Boldly Going Where No One Went Before Armstrong represented an America of really big dreams and of infinite possibility. Today, what passes for discourse in this country? Celebrity divorces? Politicians vilifying and dehumanizing one another over the relative merits of the federal budget? Howard Barbanel, Contributor
Writer, Editor, GOP Political Consultant, Winemaker"
https://www.huffingtonpost.com/entry/ted-cruz-republicans-lose-congress_us_5a9f60cee4b0e9381c135ba6,Ted Cruz Hits The Panic Button: 'We Could Lose Both Houses Of Congress',POLITICS,"""Mark my words, we are going to see historic turnout from the extreme left in November.""",Ed Mazza,2018-03-07,"Ted Cruz Hits The Panic Button: 'We Could Lose Both Houses Of Congress' ""Mark my words, we are going to see historic turnout from the extreme left in November."" Ed Mazza"
https://www.huffingtonpost.com/entry/schwarzenegger-senate-run_us_58c2405ae4b054a0ea699313,Will Arnold Schwarzenegger Run For The Senate To Battle Donald Trump?,POLITICS,"The Guvernator may be eyeing Feinstein's seat in 2018, Politico reports.",Mary Papenfuss,2017-03-10,"Will Arnold Schwarzenegger Run For The Senate To Battle Donald Trump? The Guvernator may be eyeing Feinstein's seat in 2018, Politico reports. Mary Papenfuss"
https://www.huffingtonpost.com/entry/pope-francis_b_6740498.html,Pope Francis,RELIGION,"Depressed, weary, or frightened by stories of USIS and ISIS and other horrors, plus by debates over ""religious extremism"" and the role of Islam, we focus instead on the not-unimportant figure of Pope Francis, who makes news and inspires reflection.","Martin Marty, ContributorHistorian of religion in the U.S., author of over 60 books, sp...",2015-02-24,"Pope Francis Depressed, weary, or frightened by stories of USIS and ISIS and other horrors, plus by debates over ""religious extremism"" and the role of Islam, we focus instead on the not-unimportant figure of Pope Francis, who makes news and inspires reflection. Martin Marty, ContributorHistorian of religion in the U.S., author of over 60 books, sp..."
https://www.huffingtonpost.com/entry/pope-francis-jewish-community-statue_us_56081281e4b0af3706dca278,Pope Makes Surprise Stop To Bless Statue Of Catholic-Jewish Unity,RELIGION,Students and faculty at Saint Joseph's University came out in full force to witness the pontiff's historic visit.,Carol Kuruvilla,2015-09-27,Pope Makes Surprise Stop To Bless Statue Of Catholic-Jewish Unity Students and faculty at Saint Joseph's University came out in full force to witness the pontiff's historic visit. Carol Kuruvilla
https://www.huffingtonpost.com/entry/neil-degrasse-tyson-flat-earth-pop-stars-flawed_us_58faa373e4b06b9cb91719ad,Neil deGrasse Tyson Cites Celebrity Flat-Earthers To Make A Point About Politics,SCIENCE,"""You can say Earth is flat because we have free speech, but our Constitution doesn't grant that anything you say is correct.""",Carla Herreria,2017-04-22,"Neil deGrasse Tyson Cites Celebrity Flat-Earthers To Make A Point About Politics ""You can say Earth is flat because we have free speech, but our Constitution doesn't grant that anything you say is correct."" Carla Herreria"
https://www.huffingtonpost.com/entry/coldest-molecules-ever_n_7570592.html,Scientists Create World's Coldest Molecules,SCIENCE,,Macrina Cooper-White,2015-06-15,Scientists Create World's Coldest Molecules  Macrina Cooper-White
https://www.huffingtonpost.com/entry/getting-unstuck-second-shabbat-of-passover-april-11-2015_b_7017554.html,"Getting Unstuck (Second Shabbat of Passover, April 11, 2015)",RELIGION,"Passover is the holiday of getting unstuck. The Israelites lived in slavery for hundreds of years in Egypt, completed dominated by Pharoah and his regime. But the message of the biblical Exodus is that what is, now, does not have to be what is in the future.","Rabbi David Jaffe, ContributorKirva Institute, Founder and Dean",2015-04-07,"Getting Unstuck (Second Shabbat of Passover, April 11, 2015) Passover is the holiday of getting unstuck. The Israelites lived in slavery for hundreds of years in Egypt, completed dominated by Pharoah and his regime. But the message of the biblical Exodus is that what is, now, does not have to be what is in the future. Rabbi David Jaffe, ContributorKirva Institute, Founder and Dean"
https://www.huffingtonpost.com/entry/joel-osteen-harvey-victim-mentality_us_59acaa9ae4b0b5e530ff6e8b,Joel Osteen Tells Harvey Survivors Not To Have A ‘Victim Mentality’,RELIGION,"The controversial pastor vowed God will ""pay back what belongs to us.""",Ed Mazza,2017-09-04,"Joel Osteen Tells Harvey Survivors Not To Have A ‘Victim Mentality’ The controversial pastor vowed God will ""pay back what belongs to us."" Ed Mazza"
https://www.huffingtonpost.com/entry/lies-damned-lies-and-bill-mahers-statistics_b_5956278.html,"Lies, Damned Lies, and Bill Maher's Statistics",RELIGION,"What Bill Maher, Sam Harris and many others like them fail to realize is that religion as it is practiced is a product of a wide array of factors, the official texts being only one of them. People of any faith are more shaped by the norms of their cultural context, interpreting their religious texts to comport with those norms rather than the other way around.","Timothy E. Kaldas, ContributorWriter, commentator and professor of politics based at Nile Un...",2014-10-11,"Lies, Damned Lies, and Bill Maher's Statistics What Bill Maher, Sam Harris and many others like them fail to realize is that religion as it is practiced is a product of a wide array of factors, the official texts being only one of them. People of any faith are more shaped by the norms of their cultural context, interpreting their religious texts to comport with those norms rather than the other way around. Timothy E. Kaldas, ContributorWriter, commentator and professor of politics based at Nile Un..."
https://www.huffingtonpost.com/entry/will-heaven-be-boring_b_10663512.html,Will Heaven Be Boring?,RELIGION,,"Michael Gilmour, ContributorProfessor of English and biblical literature, Providence Unive...",2016-06-25,"Will Heaven Be Boring?  Michael Gilmour, ContributorProfessor of English and biblical literature, Providence Unive..."
https://www.huffingtonpost.com/entry/spacecraft-new-horizons-one-year-pluto-video_n_5612858.html,WATCH: NASA Spacecraft Just One Year Away From Pluto,SCIENCE,,,2014-07-23,WATCH: NASA Spacecraft Just One Year Away From Pluto  
https://www.huffingtonpost.com/entry/overseas-us-voting_us_57bcc465e4b0b51733a690f0,How To Vote If You're In The Military Or Living Abroad,POLITICS,"Trust us, it's easy.",Sara Bondioli,2016-08-26,"How To Vote If You're In The Military Or Living Abroad Trust us, it's easy. Sara Bondioli"
https://www.huffingtonpost.com/entry/two-galaxies-merging-together-hubble_us_568b7906e4b014efe0db831d,This Breathtaking Photo Shows Two Galaxies Merging Together,SCIENCE,The Hubble Space Telescope captured the spectacular sight.,Lee Moran,2016-01-05,This Breathtaking Photo Shows Two Galaxies Merging Together The Hubble Space Telescope captured the spectacular sight. Lee Moran
https://www.huffingtonpost.com/entry/attempted-homicide-richard-spencer-speech-gainesville-florida_us_59ea766ae4b0958c468228ff,These Are The Three Richard Spencer Fans Arrested For Attempted Homicide In Gainesville,POLITICS,They are all active white supremacists; two of them are violent felons.,"Jessica Schulberg, Christopher Mathias, and Luke O'Brien",2017-10-21,"These Are The Three Richard Spencer Fans Arrested For Attempted Homicide In Gainesville They are all active white supremacists; two of them are violent felons. Jessica Schulberg, Christopher Mathias, and Luke O'Brien"
https://www.huffingtonpost.com/entry/the-new-911-museum-the-na_b_5384838.html,The New 9/11 Museum and The Nature of Evil: Needs for Larger Contexts and Questions,RELIGION,,"Robert Klitzman, M.D., ContributorProfessor of Psychiatry and Director of the Masters of Bioethi...",2014-05-27,"The New 9/11 Museum and The Nature of Evil: Needs for Larger Contexts and Questions  Robert Klitzman, M.D., ContributorProfessor of Psychiatry and Director of the Masters of Bioethi..."
https://www.huffingtonpost.com/entry/early-human-mediterranean_us_5baeb315e4b014374e2df282,"Early Human Explorers? Neanderthals, Homo Erectus May Have Been Mediterranean Mariners",SCIENCE,"The exceedingly old age of these artifacts suggests the seafarers who made them might not even been modern humans, who originated",,2012-11-22,"Early Human Explorers? Neanderthals, Homo Erectus May Have Been Mediterranean Mariners The exceedingly old age of these artifacts suggests the seafarers who made them might not even been modern humans, who originated "
https://www.huffingtonpost.comhttp://www.newsobserver.com/news/politics-government/state-politics/article70052712.html,Interfaith Clergy Join Forces To Overturn North Carolina's Anti-LGBT Legislation,RELIGION,"“We are morally outraged.""",,2016-04-07,"Interfaith Clergy Join Forces To Overturn North Carolina's Anti-LGBT Legislation “We are morally outraged."" "
https://www.huffingtonpost.com/entry/dung-beetle-favorite-omnivore_us_5baeac7ae4b014374e2d75c0,"Dung Beetles' Favorite Feces Comes From Omnivores, Research Shows",SCIENCE,"By: Jennifer Welsh, LiveScience Staff Writer Published: 04/13/2012 03:56 PM EDT on LiveScience They lured the beetles in",,2012-04-15,"Dung Beetles' Favorite Feces Comes From Omnivores, Research Shows By: Jennifer Welsh, LiveScience Staff Writer Published: 04/13/2012 03:56 PM EDT on LiveScience They lured the beetles in "
https://www.huffingtonpost.com/entry/oxford-relic-st-nicholas_us_5a29ab6ae4b069ec48abddcc,Oxford Researchers Make Startling Discovery About Ancient St. Nicholas Relic,SCIENCE,Just don't tell the kids.,Carol Kuruvilla,2017-12-11,Oxford Researchers Make Startling Discovery About Ancient St. Nicholas Relic Just don't tell the kids. Carol Kuruvilla
https://www.huffingtonpost.com/entry/groundwater-law-loophole_us_56c1ec6fe4b0b40245c72fd6,Loophole In California Water Laws Could Open Way For Bottling Plant Despite Drought,POLITICS,Is a bottling company about to get unlimited groundwater when locals have been conserving during the drought? Some residents,"Alastair Bland, Water Deeply",2016-02-15,"Loophole In California Water Laws Could Open Way For Bottling Plant Despite Drought Is a bottling company about to get unlimited groundwater when locals have been conserving during the drought? Some residents Alastair Bland, Water Deeply"
